resena_id,destino_id,visitante_id,calificacion,comentario,fecha_resena
1670,10,3713,3,"Buen lugar, pero caro",2024-09-04
1671,8,2978,2,Demasiado turístico,2023-07-23
1672,8,1142,1,Perfecto para familias,2023-01-08
1673,14,3370,3,Servicio excelente,2024-04-16
1674,7,2718,5,Recomendado,2023-06-21
1675,6,1461,5,Increíble experiencia,2024-12-20
1676,4,3755,2,No volvería,2023-04-06
1677,1,1670,3,Demasiado turístico,2024-11-04
1678,15,3102,3,Increíble experiencia,2024-08-30
1679,15,3325,5,"Buen lugar, pero caro",2023-11-02
1680,1,2845,3,Perfecto para familias,2024-10-18
1681,20,2619,2,Servicio excelente,2023-09-15
1682,3,1400,1,Increíble experiencia,2024-04-18
1683,5,1668,2,No volvería,2023-10-27
1684,5,3564,3,Recomendado,2024-04-09
1685,4,2523,2,Perfecto para familias,2024-09-05
1686,17,2335,4,Perfecto para familias,2024-11-19
1687,20,2295,4,"Buen lugar, pero caro",2023-11-24
1688,14,3624,3,Perfecto para familias,2023-04-20
1689,8,2473,3,Servicio excelente,2024-12-10
1690,2,3160,1,Perfecto para familias,2023-05-09
1691,8,1239,2,"Buen lugar, pero caro",2023-05-17
1692,1,2044,1,Demasiado turístico,2024-06-22
1693,4,2313,3,Asequible y hermoso,2024-10-10
1694,19,2617,3,Demasiado turístico,2023-06-13
1695,5,3245,5,Cultura fascinante,2023-12-15
1696,5,3430,1,Perfecto para familias,2024-04-07
1697,20,2722,3,"Buen lugar, pero caro",2024-10-04
1698,19,2741,4,Demasiado turístico,2024-05-18
1699,12,2516,5,Demasiado turístico,2023-05-31
1700,20,3212,2,Cultura fascinante,2023-09-03
1701,1,3654,5,Demasiado turístico,2023-04-20
1702,7,2273,2,Demasiado turístico,2024-08-07
1703,17,3903,4,Servicio excelente,2023-10-02
1704,2,2045,2,Cultura fascinante,2023-03-08
1705,11,3879,1,"Buen lugar, pero caro",2023-02-19
1706,7,2536,2,"Buen lugar, pero caro",2024-05-29
1707,17,3645,2,Demasiado turístico,2023-08-14
1708,3,1536,5,Recomendado,2024-07-31
1709,6,3159,4,Increíble experiencia,2024-05-20
1710,11,1949,2,Servicio excelente,2023-06-04
1711,18,1863,1,Recomendado,2024-04-24
1712,18,3643,5,Increíble experiencia,2023-04-21
1713,10,2022,4,Asequible y hermoso,2024-04-27
1714,5,3508,4,No volvería,2023-10-01
1715,15,1434,3,Increíble experiencia,2023-06-04
1716,20,2404,1,No volvería,2024-10-12
1717,4,3936,5,Cultura fascinante,2023-06-16
1718,1,1783,5,Demasiado turístico,2023-01-19
1719,15,1988,1,Increíble experiencia,2023-12-11
1720,17,1169,4,Servicio excelente,2024-07-22
1721,19,1709,2,Asequible y hermoso,2023-10-21
1722,14,1965,1,"Buen lugar, pero caro",2024-10-06
1723,19,3775,5,Recomendado,2024-04-06
1724,18,2603,1,Demasiado turístico,2023-12-04
1725,2,1229,4,Recomendado,2024-03-27
1726,6,2185,3,Recomendado,2023-12-10
1727,13,1427,3,Perfecto para familias,2024-12-17
1728,17,1122,2,Recomendado,2024-09-22
1729,6,3197,2,Recomendado,2023-03-26
1730,5,3900,4,Perfecto para familias,2024-11-27
1731,7,3753,2,Perfecto para familias,2024-10-21
1732,1,1111,3,Servicio excelente,2024-01-24
1733,13,2245,4,Increíble experiencia,2023-08-15
1734,19,2928,4,Increíble experiencia,2023-10-13
1735,1,1064,4,Servicio excelente,2023-10-11
1736,13,3686,1,Perfecto para familias,2024-11-23
1737,11,2378,2,No volvería,2023-04-19
1738,7,1909,5,"Buen lugar, pero caro",2023-05-15
1739,20,2772,3,Servicio excelente,2023-10-18
1740,3,2509,2,Asequible y hermoso,2024-09-06
1741,1,1013,3,Servicio excelente,2024-12-13
1742,8,3982,2,Perfecto para familias,2024-05-22
1743,17,2177,5,No volvería,2024-09-20
1744,13,1239,3,Demasiado turístico,2023-01-29
1745,14,1663,5,Perfecto para familias,2024-01-29
1746,5,2110,3,Cultura fascinante,2023-01-27
1747,6,1694,1,Cultura fascinante,2024-04-11
1748,6,2182,1,"Buen lugar, pero caro",2023-01-13
1749,8,2505,3,Perfecto para familias,2024-07-07
1750,13,2903,3,Cultura fascinante,2024-03-20
1751,18,1076,5,Recomendado,2023-08-12
1752,4,1329,4,Demasiado turístico,2024-04-07
1753,17,2440,3,Recomendado,2023-01-21
1754,5,2253,2,Asequible y hermoso,2024-01-22
1755,3,3200,2,"Buen lugar, pero caro",2024-10-09
1756,4,1072,2,Asequible y hermoso,2023-11-22
1757,5,1225,1,Asequible y hermoso,2024-04-11
1758,14,3521,5,Cultura fascinante,2024-10-18
1759,15,3408,1,Perfecto para familias,2024-06-05
1760,20,3588,2,Increíble experiencia,2023-08-13
1761,17,1811,3,Cultura fascinante,2024-10-14
1762,6,3657,2,Servicio excelente,2024-04-19
1763,10,3049,3,Increíble experiencia,2024-09-09
1764,16,1678,5,Perfecto para familias,2024-12-06
1765,17,1291,4,Asequible y hermoso,2024-04-02
1766,14,2482,3,No volvería,2024-10-01
1767,20,3252,1,"Buen lugar, pero caro",2023-08-01
1768,12,2226,2,Perfecto para familias,2024-10-24
1769,9,1566,2,No volvería,2024-04-25
1770,15,3530,2,Demasiado turístico,2023-06-29
1771,12,2816,3,Asequible y hermoso,2024-06-21
1772,14,1511,5,Recomendado,2024-06-10
1773,18,1924,3,Servicio excelente,2023-01-22
1774,20,3326,1,No volvería,2023-12-11
1775,6,1016,2,Perfecto para familias,2024-07-30
1776,4,3404,3,Recomendado,2023-01-21
1777,12,1356,2,Cultura fascinante,2024-02-12
1778,13,1830,1,Demasiado turístico,2024-05-01
1779,19,3647,4,Demasiado turístico,2024-06-11
1780,13,2102,4,Cultura fascinante,2024-02-20
1781,12,3976,4,Demasiado turístico,2023-09-29
1782,20,2091,2,Recomendado,2023-07-24
1783,3,3907,3,Recomendado,2023-10-25
1784,3,2747,2,"Buen lugar, pero caro",2024-11-02
1785,14,1214,5,Increíble experiencia,2024-07-06
1786,18,2721,3,Perfecto para familias,2023-04-18
1787,19,1449,1,No volvería,2024-09-28
1788,10,2569,4,"Buen lugar, pero caro",2023-06-01
1789,17,3835,3,Increíble experiencia,2023-01-13
1790,15,3547,3,Recomendado,2024-12-15
1791,19,1710,4,Asequible y hermoso,2023-03-20
1792,9,1380,1,"Buen lugar, pero caro",2024-07-07
1793,4,3788,2,Demasiado turístico,2023-06-18
1794,15,3680,2,Demasiado turístico,2023-09-06
1795,19,2889,3,Recomendado,2023-05-01
1796,16,2048,4,Increíble experiencia,2024-01-22
1797,8,1539,5,Servicio excelente,2024-03-14
1798,17,3993,1,Perfecto para familias,2023-09-29
1799,1,1753,2,"Buen lugar, pero caro",2023-10-27
1800,7,1535,1,Cultura fascinante,2024-12-21
1801,18,1673,1,No volvería,2024-04-17
1802,12,2065,1,Demasiado turístico,2023-06-07
1803,16,1568,4,Perfecto para familias,2024-09-24
1804,1,2437,4,Recomendado,2023-08-15
1805,15,1415,4,Cultura fascinante,2024-02-25
1806,7,1449,3,"Buen lugar, pero caro",2023-01-24
1807,17,1610,4,Increíble experiencia,2024-06-21
1808,3,3706,3,Perfecto para familias,2024-07-23
1809,11,3002,2,No volvería,2024-09-29
1810,6,2798,2,Demasiado turístico,2024-06-23
1811,6,3484,2,Servicio excelente,2023-05-08
1812,15,1705,2,Asequible y hermoso,2023-04-04
1813,7,3287,2,Increíble experiencia,2024-12-03
1814,11,2066,4,Cultura fascinante,2024-02-25
1815,17,1734,5,"Buen lugar, pero caro",2023-09-29
1816,18,1800,4,No volvería,2024-04-28
1817,19,3058,5,Recomendado,2023-01-05
1818,8,3795,4,Asequible y hermoso,2023-06-06
1819,20,2861,2,"Buen lugar, pero caro",2023-02-21
1820,8,3187,1,Perfecto para familias,2023-08-31
1821,11,2891,5,Servicio excelente,2024-10-24
1822,3,1731,1,Recomendado,2024-02-24
1823,14,1196,2,"Buen lugar, pero caro",2024-02-29
1824,9,2098,5,"Buen lugar, pero caro",2023-03-21
1825,1,2639,1,Servicio excelente,2024-11-25
1826,1,2659,4,Asequible y hermoso,2023-12-20
1827,12,2126,2,"Buen lugar, pero caro",2024-09-10
1828,11,1264,4,Recomendado,2024-10-27
1829,1,3993,4,Increíble experiencia,2023-10-20
1830,20,1920,2,"Buen lugar, pero caro",2024-12-17
1831,12,1161,5,"Buen lugar, pero caro",2023-04-26
1832,17,2257,3,"Buen lugar, pero caro",2024-06-12
1833,15,3539,3,Demasiado turístico,2024-04-24
1834,2,2811,2,Recomendado,2023-10-15
1835,18,1770,3,No volvería,2024-10-29
1836,16,1311,1,"Buen lugar, pero caro",2024-04-21
1837,4,1227,5,Perfecto para familias,2023-01-25
1838,8,1273,4,Servicio excelente,2024-03-06
1839,2,3986,4,Servicio excelente,2023-10-05
1840,14,1317,2,Demasiado turístico,2023-11-13
1841,15,2923,4,Cultura fascinante,2024-09-29
1842,9,3339,1,Perfecto para familias,2023-12-24
1843,2,2493,1,Perfecto para familias,2023-10-03
1844,17,3777,2,Recomendado,2024-11-20
1845,10,2895,4,Asequible y hermoso,2023-12-10
1846,9,2602,3,Increíble experiencia,2024-03-06
1847,2,2793,3,Recomendado,2024-07-12
1848,19,2451,5,"Buen lugar, pero caro",2024-12-12
1849,17,3423,2,Demasiado turístico,2024-07-16
1850,11,2926,5,Servicio excelente,2024-03-14
1851,17,1567,3,No volvería,2024-04-06
1852,10,3916,3,Demasiado turístico,2023-09-27
1853,18,3803,3,Cultura fascinante,2024-12-09
1854,6,1252,5,"Buen lugar, pero caro",2024-03-06
1855,16,2557,2,Demasiado turístico,2023-01-21
1856,18,3355,1,Recomendado,2023-05-23
1857,20,1675,1,Cultura fascinante,2023-12-19
1858,18,3916,3,Asequible y hermoso,2024-04-09
1859,1,3312,2,Recomendado,2024-04-12
1860,3,3116,2,Cultura fascinante,2024-05-27
1861,15,2603,4,Recomendado,2024-04-08
1862,20,1514,4,Servicio excelente,2024-01-29
1863,10,3817,5,Recomendado,2023-02-27
1864,5,1442,4,Increíble experiencia,2023-05-06
1865,15,1001,5,"Buen lugar, pero caro",2024-04-05
1866,14,3406,1,No volvería,2023-02-21
1867,15,2139,3,"Buen lugar, pero caro",2023-09-26
1868,10,1903,2,No volvería,2023-04-06
1869,9,2624,1,No volvería,2023-09-30
1870,12,2221,1,No volvería,2023-11-19
1871,7,3322,5,Increíble experiencia,2024-07-26
1872,5,1856,3,Servicio excelente,2024-11-23
1873,10,2018,5,Demasiado turístico,2023-05-13
1874,8,2184,1,"Buen lugar, pero caro",2023-03-30
1875,20,3221,2,Recomendado,2024-11-15
1876,16,1585,4,Cultura fascinante,2023-01-05
1877,12,3977,5,Demasiado turístico,2023-12-23
1878,9,3529,1,No volvería,2023-12-09
1879,10,1455,4,No volvería,2023-07-23
1880,16,1196,4,Servicio excelente,2024-11-04
1881,10,3844,1,Perfecto para familias,2024-07-26
1882,9,1599,3,Perfecto para familias,2024-04-15
1883,3,2333,1,Demasiado turístico,2024-04-08
1884,19,2760,2,Increíble experiencia,2024-05-11
1885,11,1556,4,Recomendado,2024-12-02
1886,6,3896,2,"Buen lugar, pero caro",2023-03-04
1887,6,2518,5,Asequible y hermoso,2024-07-09
1888,15,1439,4,Asequible y hermoso,2023-08-27
1889,15,3698,3,Increíble experiencia,2024-06-23
1890,13,1359,1,Asequible y hermoso,2023-07-17
1891,5,2058,5,"Buen lugar, pero caro",2024-11-13
1892,14,2112,2,No volvería,2023-01-30
1893,2,3706,5,Asequible y hermoso,2024-10-27
1894,12,3064,3,Recomendado,2023-07-28
1895,20,3793,1,Recomendado,2023-03-04
1896,14,1421,5,Recomendado,2023-02-26
1897,19,1553,2,No volvería,2024-12-20
1898,20,3815,5,Servicio excelente,2024-03-08
1899,15,3841,1,No volvería,2023-11-04
1900,20,2150,5,No volvería,2024-07-28
1901,17,2032,2,No volvería,2024-04-10
1902,14,2492,1,Demasiado turístico,2024-10-14
1903,18,1880,3,Perfecto para familias,2024-08-27
1904,5,2886,3,"Buen lugar, pero caro",2023-04-17
1905,12,1852,4,Demasiado turístico,2024-08-22
1906,10,1510,5,Recomendado,2023-10-28
1907,8,2860,2,Increíble experiencia,2024-09-11
1908,6,2764,5,Servicio excelente,2023-02-15
1909,15,1966,1,Perfecto para familias,2023-03-18
1910,12,2859,4,Increíble experiencia,2024-12-29
1911,6,1914,2,Increíble experiencia,2023-06-18
1912,12,2391,5,Increíble experiencia,2023-05-09
1913,15,2512,2,Servicio excelente,2024-12-13
1914,12,3066,1,Cultura fascinante,2024-12-08
1915,9,3104,4,Asequible y hermoso,2023-09-25
1916,19,3967,2,Asequible y hermoso,2024-08-22
1917,2,2059,1,Asequible y hermoso,2024-08-07
1918,13,3950,3,No volvería,2024-02-23
1919,13,3678,2,Perfecto para familias,2023-06-10
1920,8,1794,4,Recomendado,2023-02-27
1921,13,2597,2,Recomendado,2024-01-19
1922,4,2807,2,Demasiado turístico,2024-05-24
1923,6,1347,1,Perfecto para familias,2024-03-05
1924,6,2056,5,Cultura fascinante,2023-12-06
1925,12,1908,5,Perfecto para familias,2024-07-31
1926,12,2024,2,No volvería,2023-01-26
1927,17,1576,4,Recomendado,2024-08-11
1928,7,1199,4,"Buen lugar, pero caro",2024-01-07
1929,15,2366,1,Recomendado,2023-02-05
1930,17,2999,2,Demasiado turístico,2024-06-14
1931,10,2255,2,Cultura fascinante,2023-09-24
1932,20,3349,5,Perfecto para familias,2024-03-07
1933,6,2017,1,Increíble experiencia,2023-01-19
1934,9,1026,3,Recomendado,2023-12-05
1935,15,2559,4,No volvería,2023-05-20
1936,16,3498,4,No volvería,2023-03-08
1937,8,3368,2,Increíble experiencia,2024-06-13
1938,16,3204,1,Servicio excelente,2024-01-04
1939,5,1471,3,No volvería,2023-09-18
1940,18,3468,4,"Buen lugar, pero caro",2024-09-15
1941,20,1651,1,Servicio excelente,2024-09-18
1942,14,1886,3,No volvería,2024-11-08
1943,2,1930,2,No volvería,2024-08-01
1944,3,2745,5,Asequible y hermoso,2024-08-04
1945,14,3883,4,Cultura fascinante,2023-07-22
1946,7,1876,4,Perfecto para familias,2024-09-30
1947,15,1942,3,Cultura fascinante,2024-02-14
1948,17,2309,5,Increíble experiencia,2023-03-21
1949,1,1572,1,No volvería,2024-11-18
1950,9,1054,2,Increíble experiencia,2023-04-23
1951,14,1605,1,Recomendado,2024-09-14
1952,16,1325,3,Demasiado turístico,2023-05-17
1953,13,1885,4,Increíble experiencia,2024-10-06
1954,6,1265,4,Perfecto para familias,2023-07-08
1955,1,1382,1,Increíble experiencia,2023-10-04
1956,4,2237,2,Asequible y hermoso,2023-04-13
1957,3,3381,3,Servicio excelente,2023-04-17
1958,17,2382,2,Recomendado,2024-07-28
1959,2,3251,3,Asequible y hermoso,2023-06-22
1960,19,3106,2,No volvería,2023-11-27
1961,20,2518,1,Asequible y hermoso,2024-12-22
1962,8,2534,5,"Buen lugar, pero caro",2023-07-10
1963,15,2792,3,No volvería,2024-10-31
1964,6,1547,1,Demasiado turístico,2023-08-13
1965,20,1871,4,Asequible y hermoso,2024-11-14
1966,2,3151,4,Servicio excelente,2023-11-19
1967,15,2224,2,Demasiado turístico,2024-05-22
1968,20,1865,4,Increíble experiencia,2024-07-01
1969,12,2966,5,Asequible y hermoso,2023-05-14
1970,3,1398,3,Recomendado,2023-02-06
1971,10,2762,2,Cultura fascinante,2023-04-03
1972,14,1392,3,Increíble experiencia,2023-03-16
1973,14,3154,3,"Buen lugar, pero caro",2023-07-02
1974,3,2613,1,Recomendado,2024-12-17
1975,1,2078,4,Recomendado,2024-04-03
1976,20,2301,3,Demasiado turístico,2024-11-29
1977,1,3159,5,Cultura fascinante,2024-11-08
1978,2,3272,5,Servicio excelente,2024-09-18
1979,19,3123,4,Demasiado turístico,2024-02-13
1980,10,3554,4,Cultura fascinante,2023-07-26
1981,4,3818,2,Asequible y hermoso,2023-09-02
1982,4,3530,2,"Buen lugar, pero caro",2023-11-29
1983,13,1364,2,Increíble experiencia,2024-11-03
1984,9,3287,4,Recomendado,2024-06-08
1985,7,2425,3,Servicio excelente,2023-10-21
1986,16,1846,1,Demasiado turístico,2023-09-30
1987,18,2328,2,"Buen lugar, pero caro",2024-01-14
1988,3,1392,1,Increíble experiencia,2024-09-17
1989,20,2041,5,"Buen lugar, pero caro",2024-10-25
1990,20,3060,4,Recomendado,2023-01-26
1991,10,3047,5,Asequible y hermoso,2024-11-10
1992,16,1146,2,Servicio excelente,2024-06-27
1993,3,2306,3,Cultura fascinante,2024-12-18
1994,11,2573,2,Servicio excelente,2024-09-01
1995,10,3217,1,Cultura fascinante,2023-04-01
1996,16,3895,2,Demasiado turístico,2024-04-20
1997,8,3218,3,Asequible y hermoso,2024-12-26
1998,9,3033,3,Cultura fascinante,2023-07-07
1999,15,1765,4,Asequible y hermoso,2024-07-22
2000,3,2370,4,"Buen lugar, pero caro",2024-09-10
2001,4,1499,3,Servicio excelente,2023-07-14
2002,13,2967,3,Servicio excelente,2024-06-17
2003,12,2166,1,Recomendado,2024-11-28
2004,9,3945,2,Servicio excelente,2023-03-26
2005,14,2761,4,"Buen lugar, pero caro",2024-08-14
2006,19,1118,1,Recomendado,2023-03-18
2007,7,1365,2,Asequible y hermoso,2023-11-26
2008,16,2982,4,No volvería,2024-01-18
2009,20,1136,1,Cultura fascinante,2024-03-08
2010,5,2101,5,Increíble experiencia,2024-01-12
2011,10,2872,5,Asequible y hermoso,2023-12-07
2012,18,3605,4,"Buen lugar, pero caro",2023-06-26
2013,11,1018,1,Asequible y hermoso,2024-03-01
2014,7,2891,2,Increíble experiencia,2024-02-28
2015,14,3451,2,"Buen lugar, pero caro",2023-06-23
2016,20,1205,1,Servicio excelente,2024-02-10
2017,18,1499,5,Asequible y hermoso,2023-03-23
2018,11,3372,1,Cultura fascinante,2023-01-21
2019,12,1595,5,Demasiado turístico,2024-11-21
2020,18,1562,5,Servicio excelente,2024-02-02
2021,2,2305,2,Servicio excelente,2023-11-26
2022,1,3527,4,No volvería,2023-08-13
2023,10,3212,3,Demasiado turístico,2024-02-06
2024,1,3372,1,Perfecto para familias,2024-03-13
2025,6,3599,5,Demasiado turístico,2023-09-29
2026,7,3879,1,No volvería,2023-10-07
2027,17,1640,4,Increíble experiencia,2023-08-11
2028,9,2927,4,No volvería,2024-08-09
2029,7,3682,3,Recomendado,2024-10-24
2030,17,3807,3,Servicio excelente,2024-05-23
2031,3,3256,5,Perfecto para familias,2023-12-08
2032,16,1315,3,No volvería,2024-09-08
2033,5,3352,5,Cultura fascinante,2023-02-11
2034,20,1901,2,Perfecto para familias,2023-06-25
2035,18,3287,5,Recomendado,2023-09-02
2036,1,2751,3,"Buen lugar, pero caro",2023-09-10
2037,4,1804,1,Cultura fascinante,2023-10-01
2038,11,2561,3,"Buen lugar, pero caro",2023-11-30
2039,20,2453,4,Cultura fascinante,2024-08-26
2040,9,2244,3,Perfecto para familias,2023-01-11
2041,8,3323,2,Cultura fascinante,2023-06-01
2042,8,2671,5,Perfecto para familias,2023-07-08
2043,5,3028,4,Increíble experiencia,2024-11-06
2044,12,2769,5,"Buen lugar, pero caro",2024-09-29
2045,1,3001,5,Asequible y hermoso,2023-07-30
2046,15,2090,3,Recomendado,2023-04-07
2047,18,2447,1,Cultura fascinante,2023-12-05
2048,6,3303,4,Perfecto para familias,2023-02-16
2049,10,3173,2,Recomendado,2023-02-26
2050,14,2170,2,Demasiado turístico,2023-03-16
2051,8,1615,1,Cultura fascinante,2023-09-11
2052,3,3433,1,No volvería,2024-10-24
2053,19,3495,3,Servicio excelente,2024-07-24
2054,12,1387,2,Asequible y hermoso,2024-08-20
2055,12,3431,4,Increíble experiencia,2023-06-19
2056,15,2406,1,Perfecto para familias,2023-05-26
2057,7,1124,1,Perfecto para familias,2023-02-02
2058,4,2814,1,Demasiado turístico,2024-05-29
2059,9,2625,4,Demasiado turístico,2023-09-14
2060,16,2182,2,Asequible y hermoso,2023-05-06
2061,13,1728,4,Cultura fascinante,2023-04-23
2062,4,3944,4,"Buen lugar, pero caro",2023-12-08
2063,9,2142,3,Demasiado turístico,2023-02-17
2064,18,3376,1,Demasiado turístico,2023-12-30
2065,15,3742,2,No volvería,2024-02-02
2066,15,1359,3,"Buen lugar, pero caro",2023-07-14
2067,6,3845,3,No volvería,2024-12-25
2068,11,1443,5,No volvería,2023-11-17
2069,8,3212,1,Asequible y hermoso,2023-05-18
2070,17,1973,2,Demasiado turístico,2023-12-21
2071,17,1361,2,Recomendado,2023-03-11
2072,18,3633,2,Increíble experiencia,2024-08-04
2073,4,1853,1,Recomendado,2024-04-27
2074,15,2625,2,Servicio excelente,2024-12-20
2075,2,2612,4,Increíble experiencia,2024-12-12
2076,2,2757,4,Cultura fascinante,2023-02-28
2077,10,2024,1,"Buen lugar, pero caro",2024-01-24
2078,3,2908,2,Asequible y hermoso,2023-12-17
2079,8,2931,5,Recomendado,2023-12-05
2080,20,1241,5,Demasiado turístico,2024-11-07
2081,7,1666,5,"Buen lugar, pero caro",2024-08-18
2082,12,3613,4,No volvería,2024-03-11
2083,19,2166,5,Servicio excelente,2024-03-25
2084,15,3880,2,Asequible y hermoso,2024-01-12
2085,14,1976,2,No volvería,2024-01-26
2086,16,3040,5,"Buen lugar, pero caro",2024-04-25
2087,14,3079,3,Servicio excelente,2023-04-24
2088,3,1223,5,No volvería,2023-06-21
2089,18,2828,3,Servicio excelente,2023-01-18
2090,6,3314,1,"Buen lugar, pero caro",2023-08-23
2091,17,2306,1,Demasiado turístico,2023-11-06
2092,14,1788,2,Perfecto para familias,2024-10-30
2093,14,3429,4,Cultura fascinante,2024-12-23
2094,20,1556,2,Cultura fascinante,2023-10-08
2095,13,3110,2,No volvería,2023-07-15
2096,3,3761,4,No volvería,2023-04-25
2097,13,1847,2,Cultura fascinante,2024-02-01
2098,2,3569,4,Recomendado,2024-11-02
2099,9,2095,2,Demasiado turístico,2024-10-28
2100,13,3650,1,Cultura fascinante,2024-07-16
2101,8,2560,3,Cultura fascinante,2024-02-22
2102,16,1140,2,No volvería,2023-10-11
2103,3,2364,3,Servicio excelente,2024-08-07
2104,13,1590,5,No volvería,2023-11-24
2105,4,2750,2,Cultura fascinante,2023-12-07
2106,18,3576,1,Asequible y hermoso,2024-09-13
2107,2,1541,4,Perfecto para familias,2023-08-09
2108,20,3423,1,No volvería,2023-01-09
2109,15,1291,3,Perfecto para familias,2023-03-23
2110,17,3091,4,Increíble experiencia,2023-10-21
2111,10,2256,1,Demasiado turístico,2024-01-10
2112,1,2236,1,Cultura fascinante,2024-06-17
2113,6,1008,1,Servicio excelente,2024-02-19
2114,3,2658,4,Recomendado,2023-04-09
2115,19,1483,1,Servicio excelente,2024-11-12
2116,7,3090,1,Perfecto para familias,2024-12-02
2117,13,1333,3,Asequible y hermoso,2024-09-09
2118,13,2257,1,Increíble experiencia,2024-01-17
2119,17,2040,1,Servicio excelente,2024-05-18
2120,1,3117,5,Servicio excelente,2024-03-22
2121,14,3101,4,Asequible y hermoso,2024-11-10
2122,3,1685,5,Cultura fascinante,2023-12-10
2123,14,1994,3,No volvería,2024-02-29
2124,1,2798,5,Perfecto para familias,2024-09-16
2125,16,2825,2,Perfecto para familias,2023-11-02
2126,10,3575,4,Demasiado turístico,2023-05-28
2127,13,2806,1,Demasiado turístico,2024-03-29
2128,4,2703,5,Demasiado turístico,2023-02-02
2129,9,1063,5,Perfecto para familias,2024-05-15
2130,14,1261,1,No volvería,2023-11-15
2131,4,1858,1,Cultura fascinante,2024-11-27
2132,10,2264,3,Increíble experiencia,2023-07-12
2133,8,2489,5,Increíble experiencia,2023-06-29
2134,3,2131,5,Asequible y hermoso,2024-06-01
2135,7,3031,2,"Buen lugar, pero caro",2024-01-26
2136,10,1180,2,Recomendado,2024-06-04
2137,3,1355,5,No volvería,2023-12-23
2138,2,1934,2,"Buen lugar, pero caro",2024-07-26
2139,15,3775,5,Demasiado turístico,2024-04-08
2140,9,1589,4,Increíble experiencia,2024-11-05
2141,15,2761,3,Recomendado,2023-04-09
2142,17,1605,2,"Buen lugar, pero caro",2023-05-28
2143,7,3229,5,Servicio excelente,2024-07-23
2144,20,1174,2,Cultura fascinante,2024-12-27
2145,18,3402,3,Recomendado,2023-11-12
2146,15,1354,4,Perfecto para familias,2023-07-01
2147,18,2339,1,Recomendado,2024-06-30
2148,12,1434,1,Asequible y hermoso,2023-10-30
2149,8,3953,2,Perfecto para familias,2024-07-11
2150,2,3330,5,"Buen lugar, pero caro",2024-08-21
2151,2,1259,3,Cultura fascinante,2023-01-04
2152,5,1868,4,Asequible y hermoso,2023-04-17
2153,1,3607,4,Recomendado,2023-03-16
2154,4,3053,4,Increíble experiencia,2023-02-09
2155,6,3004,1,Perfecto para familias,2024-09-30
2156,13,1596,3,"Buen lugar, pero caro",2024-11-25
2157,19,2669,1,"Buen lugar, pero caro",2023-04-29
2158,11,1394,2,Servicio excelente,2023-03-14
2159,13,1336,4,Demasiado turístico,2024-07-05
2160,8,3111,3,Asequible y hermoso,2023-07-23
2161,7,1044,4,Increíble experiencia,2023-04-06
2162,13,3201,1,"Buen lugar, pero caro",2023-10-06
2163,1,1854,1,Demasiado turístico,2023-05-23
2164,6,1275,1,Recomendado,2023-04-25
2165,7,1426,4,"Buen lugar, pero caro",2024-04-20
2166,16,1483,3,Asequible y hermoso,2023-05-13
2167,15,1214,3,Cultura fascinante,2023-06-17
2168,20,3127,2,Cultura fascinante,2023-09-02
2169,2,1139,4,"Buen lugar, pero caro",2023-10-04
2170,16,1950,2,Asequible y hermoso,2023-09-16
2171,17,1098,2,Perfecto para familias,2023-02-15
2172,15,1664,2,Demasiado turístico,2023-12-12
2173,3,3246,2,No volvería,2023-08-25
2174,4,3833,1,"Buen lugar, pero caro",2023-02-22
2175,12,3204,2,Recomendado,2023-05-28
2176,5,2074,3,Servicio excelente,2024-11-29
2177,17,1479,2,Cultura fascinante,2024-06-16
2178,6,3276,1,Servicio excelente,2023-03-31
2179,10,3570,5,Perfecto para familias,2023-08-21
2180,18,3197,5,Perfecto para familias,2024-12-27
2181,10,2082,5,Demasiado turístico,2023-02-20
2182,6,1162,4,Demasiado turístico,2024-10-26
2183,6,3911,3,Increíble experiencia,2024-09-19
2184,20,2501,1,Perfecto para familias,2024-01-29
2185,15,2451,5,Cultura fascinante,2023-08-02
2186,4,1395,1,Demasiado turístico,2024-03-26
2187,16,1801,1,"Buen lugar, pero caro",2023-12-05
2188,8,1186,4,Cultura fascinante,2023-12-17
2189,7,1558,5,"Buen lugar, pero caro",2024-10-10
2190,19,2981,2,Increíble experiencia,2023-10-12
2191,17,1446,1,Recomendado,2024-08-05
2192,13,1830,5,Recomendado,2023-09-02
2193,15,3135,1,Asequible y hermoso,2024-07-03
2194,2,2273,4,Recomendado,2024-12-28
2195,10,2814,4,Demasiado turístico,2024-09-30
2196,13,3486,2,Cultura fascinante,2024-08-06
2197,18,1516,4,Recomendado,2023-08-14
2198,11,2601,5,Servicio excelente,2024-03-16
2199,13,1947,4,Increíble experiencia,2024-04-18
2200,19,2226,2,Recomendado,2024-03-19
2201,5,2599,3,Recomendado,2024-02-16
2202,3,2679,1,Demasiado turístico,2023-09-03
2203,19,1756,1,Perfecto para familias,2024-08-05
2204,13,3845,5,No volvería,2024-12-07
2205,5,3734,2,"Buen lugar, pero caro",2024-05-14
2206,12,1325,2,Demasiado turístico,2024-07-03
2207,14,3671,2,Recomendado,2023-04-27
2208,6,1687,1,Demasiado turístico,2023-12-30
2209,9,2499,4,Demasiado turístico,2023-07-23
2210,17,2689,1,"Buen lugar, pero caro",2023-12-17
2211,8,3000,1,Demasiado turístico,2023-11-15
2212,13,3448,1,Asequible y hermoso,2023-12-25
2213,5,1868,4,No volvería,2024-05-31
